Gene,XY_Blood_007.886,XY_Blood_1.888,XY_Blood_3.885,XY_Blood_5.609,XY_Blood_7.604,XY_Blood_881,XY_Blood_999
LOC112448509,0,0,0,0,0,0,0.346994563
LOC112448510,0.162815468,0,0.041089787,0,0,0,0
LOC112448633,0,0,0,0,0,0,0
HIF1A,110.2518709,79.73348549,49.97319607,79.58898979,54.59701487,64.29346729,101.4754588
LOC107132877,1.980811131,1.528509111,1.093526604,0.605959079,0.805113609,1.531369397,0.970210727
SNAPC1,6.747757803,4.802382246,3.927733908,4.300394409,4.473206607,3.788059887,4.72389165
LOC112448613,0,0,0,0,0,0,0
SYT16,0,0,0,0,0,0,0
MGC148318,1.182638992,0.146503232,0.07652896,0.161918458,0,0.116409648,0.438731143
TRNAC-GCA_130,0,0,0,0,0,0,0
KCNH5,0,0,0,0,0,0,0
RHOJ,0,0,0.273980775,0,0,0.138919113,0
GPHB5,0,0,0,0,0,0,0
PPP2R5E,47.67714968,22.50701169,15.41922065,21.40177646,16.43039441,17.73972264,26.82301696
WDR89,19.9400243,10.42468585,12.94533143,12.11309216,10.82513095,9.688532924,18.81481632
LOC101904356,1.287233968,0,0,0.171832881,0,0,0.116398768
SGPP1,64.70791993,60.38260939,38.54298939,38.60069374,36.1203068,33.74175528,64.48367208
LOC104973205,0.257120498,0.20703562,0,0.171615096,0.083606644,0,0.697507449
LOC100850347,0,0,0,0,0,0,0
SYNE2,52.53570321,21.02783059,20.58722422,13.77094589,17.9097766,15.21965847,22.7875125
LOC101904397,0,0,0,0,0,0,0
ESR2,0.038429262,0.03094357,0,0,0,0,0.03474985
LOC112448595,0,0,0,0,0,0,0
LOC100297513,0.126408805,0,0.034180528,0,0,0,0.081646991
MTHFD1,37.31978639,30.97036202,29.56058699,26.47469397,26.94949727,26.80208772,39.42995341
LOC112448511,1.187057187,1.433742868,0.262130719,0.079230141,0.077197942,0.075948951,0.375690817
AKAP5,20.50104656,8.983647238,4.429385538,3.71784378,4.372702165,3.131570844,13.72480478
ZBTB25,23.69557324,5.079284881,1.479707346,1.983698788,1.249100252,0.892562915,6.581623009
ZBTB1,68.85147388,53.41705582,26.5780289,31.66841728,29.46413775,27.64648118,71.56054368
HSPA2,12.8982056,18.29258832,20.05986828,26.85412541,14.15275411,13.55021099,23.66251134
PPP1R36,0.259090771,0.1390814,0.05448901,0.057643385,0.112329743,0,0.195236759
LOC104973208,0,0,0,0,0,0,0
PLEKHG3,138.0757299,134.4375748,71.06701841,142.8587694,105.4663117,65.50852461,83.94466208
SPTB,8.829358374,10.93032092,4.867333397,6.689884236,5.100436216,3.471514143,5.040173088
CHURC1,71.2238995,72.46624426,43.40122222,55.37243991,48.46588076,55.6820411,65.09805838
LOC104973209,0.55692187,0.328854712,0,0.148687017,0.048291099,0.047509794,0.268586324
GPX2,2.296619698,3.005043897,1.267871884,1.085789282,3.360513824,1.959196345,3.720807425
RAB15,0,0,0.039443663,0.08345412,0.04065679,0,0.254391392
LOC112448512,0,0.070531565,0,0,0,0,0
FNTB,11.40004195,9.027935652,8.403211912,9.793709399,8.147833344,8.208585764,9.934306761
TRNAG-CCC_67,0,0,0,0,0,0,0
MAX,151.604689,146.9012271,99.99772142,171.9349347,147.2254252,152.6859754,127.036362
LOC112448644,0,0,0,0,0,0,0
FUT8,26.14682045,24.67118464,20.61647546,19.63083125,22.95640627,21.94225797,27.27695465
TRNAC-GCA_131,0,0,0,0,0,0,0
LOC104973214,0,0,0,0,0,0,0
LOC104973215,0,0,0,0,0,0,0
TRNAR-CCU_9,0,0,0,0,0,0,0
LOC112448513,0,0,0,0,0,0,0
LOC112448514,0,0,0,0,0,0,0
LOC112448567,0,0,0,0,0,0,0
CCDC196,0,0,0,0,0,0,0
GPHN,5.917850654,5.266693736,2.53827741,3.828601921,4.169271624,3.371128691,5.515538368
FAM71D,0,0.151700505,0.047546317,0.050298778,0.098017298,0,0
MPP5,15.23458153,11.24476382,6.589969579,7.780307414,6.267251981,5.31666424,10.95813865
ATP6V1D,64.78735814,53.87960947,46.46627468,51.80563241,57.16100332,45.35176725,62.17369857
EIF2S1,41.2098367,27.78792838,25.30092142,23.22687388,23.2893665,26.16596556,34.77991883
PLEK2,0,0,0,0.046530691,0,0,0.126078666
LOC104973218,8.021174773,7.98390972,2.060890037,5.856855654,3.532077997,2.089905877,4.002361007
TMEM229B,53.23875504,47.17179844,28.81661423,45.36923649,32.07717012,33.88201082,50.65994014
PLEKHH1,3.261659836,2.987074078,0.836714374,1.291843245,0.89741244,0.676502537,2.884550682
PIGH,15.91939277,12.88554314,5.468959441,5.396145487,4.932517171,9.705427253,12.96320746
LOC101906075,0.549777976,0,0,0.091737338,0,0,0
ARG2,74.63207054,212.7122951,86.12432274,143.1593711,144.169463,73.65487139,65.61716773
LOC112448515,0.67145214,0.829010458,0.367151569,0.567670322,0.320221562,0.143200307,0.404775947
VTI1B,114.8828072,151.301863,156.6172131,134.8985987,144.3729825,144.4610041,142.5933821
RDH11,27.06402304,32.10800831,27.96726312,25.22530571,30.05633755,21.06584577,33.27718401
RDH12,0,0,0,0,0,0,0
ZFYVE26,62.58896971,25.7228522,13.3838526,24.75660133,17.2853338,16.1053333,42.18140011
RAD51B,1.768992617,1.054061886,1.116102942,0.850114262,0.943352393,1.471361922,2.975293808
LOC104973224,0.408596321,0.863638768,0.128896964,0.102269117,0.298937953,0.098033805,0.184737622
TRNAC-GCA_132,0,0,0,0,0,0,0
LOC112448517,0,0,0,0,0,0,0
LOC112448516,0,0,0,0,0,0,0.016580302
ZFP36L1,291.3330678,315.204325,223.8953076,304.7381873,220.2059415,217.3526033,379.2238719
ACTN1,289.9544458,160.1078237,247.1363774,213.5086655,206.7653919,167.9811921,221.1284169
LOC112448590,0,0,0,0,0,0,0
LOC112448586,0,0,0,0,0,0,0
DCAF5,73.10422743,47.54782139,43.97931867,50.54866304,46.84226882,40.05344397,58.78561075
EXD2,13.99090161,9.700927641,5.829085724,6.744276,6.042829598,4.826124662,12.18809842
LOC112448518,0.314719319,0.152048809,0.039712903,0,0.143270088,0.080544063,0.085375951
GALNT16,0.151695967,0,0.191417775,0.067499656,0.049326253,0,0.114309857
ERH,89.62043399,150.8865621,205.356935,146.642687,186.5935756,169.2396816,184.6723336
SLC39A9,43.74920339,27.25555233,17.25156105,24.70707022,18.24816414,15.26239996,34.49601606
PLEKHD1,1.893094253,1.99811565,1.969149006,2.458792018,1.530602532,1.096643478,4.395264467
CCDC177,0,0,0,0,0,0,0
SUSD6,96.40790508,101.1878933,52.52213207,89.54790881,66.31429734,45.3036649,83.66259917
LOC112448653,0,0,0,0.657302478,0,0,0
SRSF5,106.1493486,188.7808977,120.1074453,90.75748377,134.177681,39.60555126,273.0347665
SLC10A1,0.982887952,0.712286791,0.155032322,0.524822909,0.159800489,0,0.933220359
LOC104973229,0.387152812,0.22671909,0.066617636,0.234913793,0.205999575,0.067555564,0.572866111
SMOC1,0,0,0,0.188585391,0,0.036155086,0
LOC112448519,0,0,0,0,0,0,0
SLC8A3,0,0.01092942,0,0,0.052963181,0,0
SYNJ2BP,43.37057414,26.1561323,14.35193462,16.89600035,16.80799946,11.43933032,34.01566104
COX16,10.2963193,14.36504685,21.73980084,12.58783791,14.65166515,16.43657436,29.68297278
ADAM21_1,0,0.043168896,0.067650468,0.03578338,0,0,0
MED6,39.78944315,42.56249242,33.94561985,35.3291848,41.88369665,32.8440615,46.61616534
LOC112448520,0,0,0,0,0,0,0
ADAM20,0.085048102,0.068481458,0,0.028382681,0,0.108829031,0.076905167
TTC9,0.294988889,0,0.132940055,0.112508775,0,0.161774106,0
MAP3K9,0.363245306,0.256818925,0.262719461,0.26610158,0.115233892,0.164385797,0.200284369
PCNX1,63.89445462,32.88325186,15.56330629,24.51811875,19.25146759,12.022639,29.09930289
LOC104973233,0,0.168056692,0.197522663,0.278609692,0,0,0
SIPA1L1,27.24885492,12.94388687,9.394777663,12.67525751,11.97246561,9.489892352,14.23149216
RGS6,0.283851593,0.504957533,0.374838009,1.141146571,0.266163594,0.046458556,0.370088392
TRNAE-UUC_50,0,0,0,0,0,0,0
DPF3,2.285508057,0.864518,0.331992084,0.468281518,0.407878103,0.673332584,1.533189647
LOC101902531,0,0,0,0,0,0,0.370594867
DCAF4,40.62814909,28.83527555,16.87863011,19.83745946,19.50596933,14.63508844,44.68308136
ZFYVE1,20.81696603,16.43640595,12.5764747,15.60358251,14.53133581,11.63245711,19.7988926
RBM25,46.12257592,23.47285001,17.07305704,19.70734764,16.18957097,13.2460363,32.54960614
PSEN1,164.8386567,149.3710886,90.16083829,136.3848552,121.7910745,110.8912064,108.0559116
TRNAE-UUC_51,0,1.134382668,0,0,0,0,6.369599274
PAPLN,0.511229951,1.307583698,0.844317151,1.174199846,0.92895582,0.230886613,0.666230247
NUMB,93.45222965,114.8312473,51.11574315,95.09397622,75.07741055,46.11489,56.37772974
HEATR4,0.185791419,0.07805261,0.056062019,0.064699041,0.073546148,0.005168303,0.13878493
RIOX1,17.49980185,15.78712748,14.38917889,15.81699713,16.83388381,18.34986114,22.6741454
ACOT2,6.295905723,5.632796695,3.530887873,3.771207586,2.834597867,1.583727019,7.444828181
ACOT4,0,0.101397333,0.039725228,0,0.122841046,0,0.170804897
ACOT2_1,0.024849103,0,0.015677938,0,0,0,0
LOC512541,0,0,0,0,0.076570681,0,0
ACOT6,0.611662533,0.861902811,0.385913624,0.680423671,0.464079892,0.065224501,1.474930324
DNAL1,20.95520615,5.745653262,1.025781094,3.01434351,1.409773287,0.173370558,7.432522608
PNMA1,1.949919287,8.312249928,6.99556328,7.094308011,6.937208459,4.843527716,16.45675886
ELMSAN1,96.73327482,55.08474127,27.96000409,48.94712452,35.41223511,26.66504269,88.16020121
LOC101903632,0.525564957,0.211594694,0,0.263091277,0,0.420326288,0.712867069
PTGR2,15.67891918,11.16340796,16.1583748,13.2914271,13.83573599,12.12812648,15.40860516
MIR7859,17.48862701,7.040995868,15.44763444,16.34189954,10.23604785,0,3.162835502
LOC101904062,1.306017639,0.35053885,0.137333353,0,0,0,0
ZNF410,24.48479515,16.61651921,13.66309142,11.4410533,12.87926393,12.29821619,23.09985601
FAM161B,1.19288148,0.6455943,0.481183028,0.509038761,0.190762411,0.287769947,1.396964745
COQ6,6.019657195,8.969361792,5.395228003,5.632458838,5.670923166,4.283364999,15.66857831
ENTPD5,9.221276059,5.622436848,3.295711815,3.865983991,2.819340792,1.000360369,11.40703853
BBOF1,0.836323035,0.240505159,0.282673775,0.219294378,0.155396094,0.019110241,0.594195833
ALDH6A1,28.56005965,18.22990344,10.4239872,13.65616123,10.00358083,9.778339391,25.82557525
LIN52,21.71033844,9.47206197,9.469953235,8.109946956,6.991660794,8.193277435,10.39482695
VSX2,0,0,0,0,0,0,0
ABCD4,1.072312247,0.620593888,0.147995176,0.559152257,0.239716571,0.150078841,1.030246384
ABCD4_1,0.171805618,0.02766787,0,0.045868669,0,0.021984546,0.279640944
VRTN,0,0,0,0,0,0,0
SYNDIG1L,0,0.053400165,0.062763004,0,0,0.063646661,0.119937535
NPC2,85.05959574,121.8339566,139.0355085,137.9071628,175.0954926,167.1043288,123.6526422
LOC112448629,0,0,1.032215205,0,0.354653988,0,0
ISCA2,15.00080824,12.183357,11.79976613,8.581963339,10.98019645,6.855462564,13.62327609
LTBP2,0.684055547,0.578347733,0.532292161,0.251115109,0.333646609,0.350131751,0.773200766
LOC112448522,0,0,0.15201269,0,0,0,0
AREL1,52.20842288,26.89699002,21.49609374,28.31743114,24.94043441,23.07893037,36.05228091
FCF1,39.65409931,42.68878005,53.93543754,34.81003165,49.61438493,35.94230335,49.62874176
YLPM1,60.39191554,33.61525903,25.30636056,32.57074347,25.68050905,22.42806002,42.95933339
LOC112448523,1.239849164,0.520871546,0.05668498,0.287839101,0.280456227,0.091972902,0.113738814
PROX2,0,0.146898475,0,0,0,0,0
DLST,85.73345257,82.92314197,67.87498209,76.97500643,78.19145313,64.30358728,104.892122
RPS6KL1,2.839602316,3.201060829,2.584215738,1.768939923,2.171247794,0.74874275,3.890491582
PGF,0,0,0.20277992,0,0.083606644,0.082253966,0.174376862
EIF2B2,32.48340751,34.20009522,43.1160345,36.44871318,41.7715967,47.40914812,54.53454615
MLH3,16.23007677,4.584803965,4.527879167,4.821580951,4.051691569,4.177877295,9.470309504
ACYP1,10.57535478,13.43268991,20.95654541,13.02346892,16.37032812,22.77637675,35.15345361
LOC112448524,0.179741353,0.096486181,0.113403442,0,0.389637577,0.230000162,0.758482701
ZC2HC1C,4.554181237,6.567381126,3.839840562,4.22793051,4.038712759,2.463489486,5.428458483
NEK9,122.3450534,67.32807048,47.4743924,64.23656239,49.78330109,48.28802461,87.56586558
TMED10,206.5211599,114.8654373,91.50160282,127.9676391,126.6519204,117.3053132,117.1027504
FOS,17.83455589,63.91999727,33.7568401,45.60919201,58.02329022,31.13137719,49.69565614
LOC112448568,0,0.255395723,0,0,0.08250862,0,0
JDP2,33.12551704,32.14007526,24.40466618,55.72038435,29.00213559,56.70380675,69.30330731
BATF,29.44521105,55.35037413,62.60897059,60.42836996,49.95125557,58.32808851,148.0063249
FLVCR2,4.278596196,6.638239315,2.96283994,5.688281218,3.280184517,2.092060226,11.7640994
LOC112448525,0,0,0,0,0,0,0
LOC509034,2.527235341,1.907767001,1.766631062,1.897653841,1.475448951,1.718006351,2.23332722
C10H14orf1,40.41260825,17.37226028,22.85619382,20.52557405,17.59083779,14.83391519,22.85776197
TTLL5,12.65833172,6.755754204,4.778679467,8.225364981,5.837306168,4.993212736,8.665177626
LOC104973250,0,0,0,0.076413268,0,0,0
TGFB3,0.968418582,1.157091283,0.394193672,0.333610867,0.832950819,0.539653906,0.988690494
IFT43,1.182521153,1.798554903,2.238249032,0.613879646,4.357833845,2.1856967,1.425734138
GPATCH2L,45.44555581,25.78052163,14.54644195,19.99954257,15.88696596,14.42284816,30.95876129
ESRRB,0,0,0,0,0,0,0
LOC112448526,0.407365609,0.109338088,0.04283624,0.135948103,0.132461128,0.13031803,0.061393728
LOC104973252,0.680350246,0.124505415,0.604852934,0.454099822,0.341895094,0.257219185,0.055928189
VASH1,58.36550333,9.542416537,32.77096826,24.94728149,21.50855128,12.21147053,5.978512733
TRNAC-GCA_133,0,0,0,0,0,0,0
ANGEL1,14.70780423,9.035186427,9.362237262,9.764229159,11.30401149,7.045055351,13.03882819
LRRC74A,0,0,0,0,0,0,0
LOC104973254,0,0.066483966,0,0,0,0,0.07466197
IRF2BPL,95.80185025,234.8117085,98.99750666,119.0718498,121.2629856,89.37084043,124.6037835
LOC101904357,1.906930552,7.057287399,1.550188706,2.447655648,2.671059969,1.783180332,2.686008891
LOC101904398,0,0,0,0,0.026047637,0,0
CIPC,38.29811805,27.39988361,13.38753447,19.09770755,14.78131551,16.0247024,26.41487206
ZDHHC22,0,0,0,0,0,0,0
LOC112448527,0,0,0,0,0,0,0
TMEM63C,0,0,0,0,0,0,0
NGB,0,0,0,0,0,0,0
POMT2,14.53168468,13.90222163,7.965626697,10.44341756,12.3276217,8.123804172,14.76662844
GSTZ1,2.497971835,3.594119974,4.185534726,4.81048822,3.914795856,3.537053354,3.851074636
TMED8,36.55331498,10.66322235,5.140033874,10.7695976,7.877371943,7.012523958,17.53317878
SAMD15,1.287162948,0.608342043,0.317779909,0.578970155,0.272961276,0.626605038,0.683172468
NOXRED1,0.263979276,0.106279183,0,0,0.085836879,0,0.417732991
LOC112448623,0,0,0,0,0,0,0
VIPAS39,24.76470146,19.87804223,19.50629178,18.86823981,20.13154901,18.51036298,27.95679472
AHSA1,71.20182002,113.1929948,92.87302059,96.92793545,97.31417868,109.7718076,147.7747032
ISM2,0.678205009,0.443703375,0.080230685,0.311209238,0.137830426,0.027120091,0.459952676
SPTLC2,167.0035412,109.1540556,60.73792857,106.1949085,83.60385935,56.31730043,101.0202225
ALKBH1,25.62753853,26.34798753,12.04507943,17.82335717,14.74831047,15.32570756,39.96854718
SLIRP,90.48983796,82.1054234,160.1617708,128.9904221,130.5425331,171.809919,107.170184
SNW1,50.80742299,55.36030067,48.58265298,49.31335683,52.47266956,51.50802714,58.12344493
ADCK1,4.128929579,5.94742826,5.788995269,10.07417868,7.697483295,6.31078764,7.799086004
LOC101904731,0,0,0,0,0,0,0
LOC107133457,0,0,0,0,0,0,0
LOC112448530,0,0,0,0,0,0,0
NRXN3,0,0,0,0,0,0,0
LOC112448529,0.801216719,0,0,0,0,0,0
LOC112448569,0,0,0,0,0,0,0
LOC112448570,0,0,0,0,0,0,0
LOC104973262,0,0,0,0,0,0,0
DIO2,0.016029399,0.012907009,0.0505668,0.021397647,0,0.061534493,0.08696798
LOC101905198,0,0,0,0,0,0,0
LOC112448571,0,0,0,0,0,0,0
TRNAC-GCA_134,0,0,0,0,0,0,0
LOC104973263,0,0,0,0,0,0,0
CEP128,3.248566779,1.315813436,1.304293669,1.274671789,0.934683976,1.297463709,2.421238979
TSHR,0.568855446,0,0,0,0,0,0
GTF2A1,47.22386711,29.05285549,14.13855853,20.78875246,16.9083685,13.09283774,33.53818925
LOC112448619,0,0,0,0,0,0,0
LOC112448531,2.068941211,1.080602674,0.105839045,0.447864312,0.254553193,0,1.516905671
LOC101905498,1.912406423,1.17031334,0.289580736,0.867976349,0.696469822,0,2.213507802
STON2,2.917436102,0.738969281,1.48108136,2.153573319,1.181099109,0.784961345,1.065724953
SEL1L,109.8637568,56.41097838,32.01811752,48.72456842,39.3168053,34.53950493,56.73065884
TRNAK-UUU_15,0,0,0,0,0,0,0
TRNAK-CUU_10,0,0,0,0,0,0,0
LOC112448582,3.234455748,1.711037706,1.316964227,1.267689595,2.409201227,1.431758823,2.958781598
LOC100140640,0,0,0,0,0,0,0
LOC112448572,0,0,0,0,0,0,0
MIR2293,0,0,0,0,0,0,0
FLRT2,0,0,0,0,0,0,0
TRNAC-ACA_50,0,0,0,0,0,0,0
GALC,4.871126054,5.806501112,2.350184901,4.637788882,3.851101495,1.741623164,5.397965486
GPR65,13.02734393,13.04128411,10.15798781,8.50282669,9.762665185,6.491885807,16.49784501
LOC112448533,0.904123417,0.55467268,0.190144906,0.229888473,0.111995996,0.137730006,0.661832726
LOC112448532,0.815823351,0,0,0,0.070740635,0.034798058,0.04918082
LOC112448534,0,0,0.105780732,0,0,0,0.075803495
KCNK10,2.411507558,2.936921783,1.007981921,0.985856049,1.019379902,1.272895397,11.33921174
SPATA7,16.83342631,10.09309707,6.016844185,6.244607623,6.554278505,5.777989578,15.38503209
PTPN21,2.32004183,2.996266354,0.788917191,1.166411705,0.97973625,0.655441819,2.383987846
ZC3H14,17.28232016,13.69424423,11.69902866,12.18290711,12.12479019,10.52907148,18.83698459
EML5,0.706011783,0.755021417,0.46632104,0.287154329,0.208048245,0.190566202,0.019950458
TTC8,0.331793578,0.801489062,0.299053003,0.379638254,0.431550927,0.667179597,0.128582565
LOC101907140,0,0,0,0,0,0,0
FOXN3,40.08490678,14.54244573,10.25053797,13.70714942,10.62230462,10.40180656,20.31833971
TRNAC-GCA_135,0,0,0,0,0,0,0
LOC101907299,0,0,0,0,0,0,0
EFCAB11,1.942401949,1.491292645,1.653015309,1.884384191,2.115130797,1.156061081,2.307862823
TDP1,4.735430957,3.130525247,3.824727656,2.681029944,2.81597199,2.53463242,4.232052008
KCNK13,2.83699048,6.665863489,4.460154099,5.339188766,7.621889828,3.213674886,4.541953595
LOC101907747,0.169764078,0.669807875,0.18208449,0.283272616,0.640335936,0.260679681,0.353073017
LOC112448535,0.034761493,0,0,0,0.045212914,0.066722117,0.062866504
LOC112448536,0.125381998,0.033652885,0,0.027895408,0.08153973,0,0.151169723
PSMC1,78.517458,97.30482438,116.1828302,96.74721565,119.18607,101.5138841,126.8824175
NRDE2,26.95129397,25.61357123,17.58264092,21.24679024,23.05667595,17.84485476,24.76458751
CALM1,172.5668039,110.99646,138.6759745,126.4793559,117.8157542,156.6085882,140.5198375
TTC7B,3.607705427,3.662769603,4.585376616,2.634800371,2.567219562,2.174430222,4.373353728
LOC101908098,0,0,0,0,0,0,0
LOC112448621,0,0,0,0,0,0,0
LOC112448537,0,0,0,0,0,0,0
RPS6KA5,37.80090386,22.01472181,12.16266692,18.31287805,14.90074065,14.17719067,35.40554991
LOC107132892,0,0,0,0,0,0,0
LOC112448538,0,0.022074474,0,0,0.106971311,0.017540102,0.049579584
LOC101901960,0.031927616,0.205667113,0.241727451,0.213100898,0.332216011,0.081710266,0.202094934
LOC112448594,0,0,0,0,0,0,0
CASC4,77.35879638,41.91600115,30.15056327,41.09423999,32.9102514,31.37825912,43.3385012
LOC101902036,1.675780975,3.413069717,2.425555262,1.381676637,5.000311035,2.396635957,5.080823211
CTDSPL2,59.51224809,27.6688856,15.00697182,21.84251495,18.03617546,15.20799038,32.29144948
EIF3J,51.97644763,51.09148646,47.24754547,39.41508998,44.69646753,44.76632367,57.52072022
SPG11,89.04269106,45.81622368,26.17371976,26.56384195,24.90343141,16.63828794,58.24704822
LOC112448593,0,0,0,0,0,0,0
PATL2,0,0.68003308,0.140222048,0.445018549,0.375790246,0.227514037,0.602906855
B2M,1433.405449,1772.35948,2163.586196,1809.82968,1938.95373,2428.164803,2146.603385
LOC783680,242.9820487,309.7110018,362.2341869,361.4500234,330.4396307,857.5809477,339.3061262
LOC112448573,0,0.262622354,0,0,0,0,0
TRIM69,0,0,0,0,0,0,0
TERB2,0,0,0,0,0,0,0
ZC3H6,2.47157016,1.580868909,0.798552026,1.410184408,1.017548217,0.886311129,2.234929547
ZC3H8,8.624705519,12.93322051,8.714363978,8.009127421,9.95784487,5.718095002,18.14099549
FBLN7,0,0,0,0,0,0,0
TMEM87B,44.09923112,29.24551912,20.43715217,19.46340098,21.29222926,12.23189592,33.82279086
MERTK,2.804130731,4.689505382,2.653797305,3.149355972,1.543055947,1.897613419,3.14518012
LOC112448914,0,0,0,0,0,0,0
ANAPC1,38.8825235,19.21033282,13.16834073,16.88882397,13.0929636,10.40747168,24.67148907
LOC112448967,0,0,0,0,0,0,0
LOC112448731,1.194712871,1.360868147,0.055154274,0.233388642,0.360053776,0.149148817,1.080325025
LOC100299995,0,0,0,0,0,0,0
TRNAC-GCA_136,0,0,0,0,0,0,0
LOC112448732,2.582811118,0.472659445,0.666638986,1.018666687,1.221585958,0.150227729,2.760159685
TRNAG-UCC_23,31.95866908,13.42611815,3.506703709,8.346841056,6.325472495,1.778037779,6.282344489
LOC112448733,0,0,0.056634817,0,0,0,1.542232178
BCL2L11,47.18966075,38.5378916,15.31516205,29.66134443,20.97019755,17.26923138,36.09980924
ACOXL,3.69342407,4.442830874,3.310697346,3.141596457,3.881193397,2.92503795,3.523078533
LOC101906105,0,0.065550202,0,0,0,0.052085376,0
BUB1,6.664619015,7.587668616,5.560298607,8.06559972,6.445740203,5.029429126,5.386335502
TPC3,0.933646623,0.832328111,0.420758335,2.047533952,0.845713356,0.106670577,0.512583137
LOC112448899,0,0,0,0,0,0,0
SMIM37,13.39694824,32.55464222,33.20616838,30.33822994,50.09654867,35.51043376,46.07744079
NPHP1,2.486999147,1.233715651,3.362382278,2.801161852,1.704016139,2.543084464,2.148484799
LOC107133459,0,0,0,0,0,0,0
MALL,0,0.082961455,0.065004919,0.03438403,0.134008414,0,0
LOC101906286,0,0,0,0,0,0,0
MAL,11.75331097,0.954339459,0.124629684,0,0,1.327035986,0.357243348
LOC617833,0.527386672,0.636984375,0,0,0,0,0.317928005
MRPS5,22.75674694,24.69260877,23.59409556,20.46809344,26.03431962,20.64141327,29.23567645
ZNF514,0.223751551,0.620574048,0.04705687,0.18253032,0.048504148,0,0.179847509
ZNF2,3.61415813,2.527501365,1.664830392,1.811289321,1.634705214,1.112177866,3.324662247
PROM2,0,0,0,0,0,0,0
KCNIP3,9.33217535,4.813111307,0.46179682,1.424879996,2.3799991,2.614667101,13.67836015
FAHD2A,16.8172936,19.09219402,21.4121057,17.79772863,22.41550933,25.97873869,28.49622665
GPAT2,0.197984457,0.106279183,0.229008058,0.462506591,0.321888297,0.232232325,30.49450833
ADRA2B,0.377358767,1.033098501,0.380936564,0.251868137,0.588978944,0.772599749,0.887194185
LOC107132897,1.081386318,0,0.045484963,0.240590459,0.375071168,0.046125358,0.391139572
ASTL,0.983494406,2.087784055,0.705127178,1.432218357,1.91878905,0.715054858,0.202120382
DUSP2,691.5724965,1872.16536,868.7961405,1361.881106,1472.494795,841.1744586,988.0915684
STARD7,59.03228595,54.67191114,41.54619535,52.03149362,46.2833074,57.34841683,58.68785212
LOC101904375,0,0.584092148,0,0,0.157248252,0,0
TMEM127,138.1063422,197.9544741,145.2626074,204.5085813,197.6236947,153.2984194,138.1803529
CIAO1,23.7956587,22.38480765,15.8130327,20.03568468,16.95509962,13.76855696,30.97351063
SNRNP200,254.556682,122.0680002,112.8771286,137.798728,116.5334679,101.7372466,178.9435009
LOC112448734,12.51458894,9.016132372,13.71371629,10.77079742,15.63471379,14.53892255,11.61417842
ITPRIPL1,17.61630946,17.52771803,9.964188036,18.16125292,16.74680838,17.64245202,32.74706813
NCAPH,2.937025649,4.518446912,3.664681222,4.38059885,3.318556224,4.71358333,7.804253112
NEURL3,0,0,0,0,0,0,0
LOC107132895,0,0.363608468,0,0,0,0,0
ARID5A,31.26622002,146.386598,73.92599397,103.5830882,95.97756804,41.23423413,58.30060571
KANSL3,17.71894465,12.5769018,8.457285592,10.49448852,8.837430451,7.83828937,20.42444279
LOC112448954,0,0,0,0,0,0,0
FER1L5,2.825046462,0.862011104,0.487813225,0.367191402,0.270747284,0.294906149,1.236945928
LMAN2L,7.041143425,4.309724315,3.442480012,3.555056819,2.956963961,3.291464915,5.051301064
LOC112448735,0,0,0,0,0,0,0
CNNM4,16.77071152,18.96039602,10.75585592,14.93429895,15.32731087,7.74417631,23.48936929
CNNM3,19.03412136,20.19801062,12.67255073,13.91474585,13.95427037,9.652853839,26.01736319
ANKRD23,2.703572547,4.595761568,2.232220574,1.648555277,2.84353375,0.747431149,7.8472457
LOC112448736,0.816042129,0.459958861,0.514861969,0.27233369,0.212278815,0.417688682,1.1068652
ANKRD39,7.90470024,8.827278097,8.045172205,7.432602935,9.530872013,7.272457708,15.49573503
LOC112448737,0,0.103256071,0,0.114120784,0.027798416,0.136743318,0.193262178
SEMA4C,2.231169928,1.389789431,1.527224405,0.716499256,1.300422487,1.198579731,1.008773224
FAM178B,0.310670863,0,0.049002559,0.155517968,0.05050968,0.07453872,0.526735621
COX5B,148.7987574,295.0072179,481.8222112,345.4397814,452.8984358,373.6154011,350.656626
ACTR1B,11.00500552,14.41147772,13.66429749,13.56657087,14.87410609,10.07303024,17.63616614
C11H2orf92,0.571459361,0.076690659,0,0.127140198,0,0,0
ZAP70,253.6468663,164.7040731,129.5381049,84.50812263,126.6283208,108.9597144,272.5524375
TMEM131,129.2901129,106.9591558,55.18218032,83.50094717,66.42090425,41.55175865,75.83074333
VWA3B,0,0,0.014538242,0.015379863,0.059941519,0,0
LOC112448738,0,0,0,0,0,0,0
CNGA3,0,0,0.030045701,0.031785049,0.015484892,0.015234361,0.064593119
INPP4A,43.87387461,33.37399058,13.27278269,22.71474823,17.11763689,10.41487932,57.45252862
LOC104973285,0.131732515,0.030306327,0.035620042,0.025121393,0.036715571,0.024081031,0.27227378
COA5,21.98828149,28.98164751,37.3249018,30.40045164,30.47187063,31.90488049,46.86710052
UNC50,12.47139795,20.17979097,15.54970563,15.02290213,19.00181249,13.33684485,26.474859
MGAT4A,97.38823462,39.38791417,26.8724323,37.81261069,21.56207641,18.53223488,46.22293816
LOC112448739,0.34571928,0,0,0.184600287,0,0.265433043,0
KIAA1211L,0.776866425,0.156384869,0.378748416,0.047138141,0.03444681,0.146854469,0.383173805
