Gene,XY_Blood_007.886,XY_Blood_1.888,XY_Blood_3.885,XY_Blood_5.609,XY_Blood_7.604,XY_Blood_881,XY_Blood_999
VPS45,19.75752322,16.05487979,9.903806071,11.39661012,13.74480669,12.29311681,20.12775159
LOC100847236,2.698558096,5.879617207,1.2519042,2.542803952,0.619395697,0.964842879,3.444966368
TRNAW-CCA_4,0,0,0,0,0,0,0
OTUD7B,39.81321806,22.67160834,10.11556301,19.48711257,13.2491105,9.821961169,18.81148979
MTMR11,2.009700231,3.371307873,0.616375067,0.707947688,1.161750432,0.785781143,0.984360746
SF3B4,56.11382925,121.3614934,113.14402,94.13203506,107.0250251,92.77140066,152.4000122
SV2A,8.772425176,13.75743961,8.504967209,4.613617551,6.914668807,4.789873565,13.89227339
BOLA1,7.778683792,19.20795192,25.91303447,11.90671851,22.05599677,15.32875822,25.32208791
LOC101906484,1.250067353,2.732104735,5.746240277,2.741460511,1.393640318,3.88476212,5.651897947
HIST2H2AB,2.525328713,0.677805411,0.796647419,4.213827089,3.968887158,1.211795457,0.761180328
HIST2H2AC,4.198794546,4.982386619,6.274249284,6.047469203,10.49126764,8.20066662,7.593561487
HIST2H2BE,213.935189,260.2180282,141.8772705,227.3024249,172.7914447,159.5697255,175.6827412
LOC516742,0,0.225125557,0.035279682,0.111966078,0.109094226,0.214658365,0.151690567
HIST2H2AA4,4.777690132,10.80129584,7.767793407,4.660655614,10.1577528,10.58125744,6.480374913
HIST1H2BL,0.771361495,0.465830145,0.170335133,0.566329816,0.300983917,0.172733328,0.27900298
H2B,3.977805359,9.075061341,5.772309341,10.61994592,6.812138166,3.987220667,7.193900356
HIST1H2AK,9.371622952,12.2809254,14.26027745,4.538006782,15.17687772,9.405562165,13.79156712
LOC788077,0,0,0.229792972,0.48619142,0,0.349542436,0
LOC504599,0,0,0.92749772,1.144722431,0,0.627037478,0
HIST2H2BF,1.814267322,1.992086636,2.185275116,0.330254416,0.750828442,2.321568027,0.745709183
LOC112445952,0.900835139,0,0,0,0,0,0
LOC788142,0,0.091410803,0.10743818,0.151543716,0,0,0
FCGR1A,1.632598211,7.773180603,2.911005791,4.595597661,2.308105029,0.181660963,0.449304134
TRNAE-UUC_12,0,0,0,0,0,0,0
TRNAN-GUU_1,0,0,0,0,0,0,0
TRNAH-GUG,0,0,0,0,0,0,0
TRNAG-CCC_16,0,0,0,0,0,0,0
TRNAE-UUC_13,0,0,0,0,0,0,0
TRNAE-UUC_14,0,0,0,0,0,0,0
TRNAN-GUU_2,0,0,0,0,0,0,0
TRNAH-GUG_1,0,0,0,0,0,0,0
TRNAN-GUU_3,0,0,0,0,0,0,0
MGC134040,0,0.207298356,0,0,0,0,0
LOC101907327,1.161901909,1.964704002,0.610894833,0.465306909,0.604496144,0.198238653,2.206376656
TRNAV-UAC,0,0,0,0,0,0,0
TRNAQ-CUG_1,0,0,0,0,0,0,0
TRNAN-GUU_4,0,0,0,0,0,0,0
TRNAV-CAC_2,0,0,0,0,0,0,0
TRNAA-CGC_1,0,0,0,0,0,0,0
TRNAV-AAC_1,0,0,0,0,0,0,0
TRNAV-UAC_1,0,0,0,0,0,0,0
TRNAQ-CUG_2,0,0,0,0,0,0,0
TRNAN-GUU_5,0,0,0,0,0,0,0
TRNAV-UAC_2,0,0,0,0,0,0,0
TRNAQ-CUG_3,0,0,0,0,0,0,0
TRNAN-GUU_6,0,0,0,0,0,0,0
TRNAV-CAC_3,0,0,0,0,0,0,0
TRNAG-CCC_17,0,0,0,0,0,0,0
TRNAV-CAC_4,0,0,0,0,0,0,0
LOC112446142,0,0,0,0,0,0,0
TRNAH-GUG_2,0,0,0,0,0,0,0
TRNAV-AAC_2,0,0,0,0,0,0,0
TRNAN-GUU_7,0,0,0,0,0,0,0
TRNAV-UAC_3,0,0,0,0,0,0,0
TRNAQ-CUG_4,0,0,0,0,0,0,0
TRNAN-GUU_8,0,0,0,0.91489399,0,0,0
TRNAV-CAC_5,0,0,0,0,0,0,0
TRNAG-CCC_18,0,0,0,0,0,0,0
TRNAH-GUG_3,0,0,0,0,0,0,0
TRNAV-AAC_3,0,0,0,0,0,0,0
TRNAN-GUU_9,0,0,0,0,0,0,0
TRNAH-GUG_4,0,0,0,0,0,0,0
LOC112446143,0,0,0,0,0,0,0
TRNAV-AAC_4,0,0,0,0,0,0,0
TRNAV-AAC_5,0,0,0,0,0,0,0
TRNAG-CCC_19,0,0,0,0,0,0,0
TRNAE-UUC_15,0,0,0,0,0,0,0
TRNAV-CAC_6,0,0,0,0,0,0,0
TRNAN-GUU_10,0,0,0,0,0,0,0
TRNAV-CAC_7,0,0,0,0,0,0,0
TRNAV-AAC_6,0,0,0,0,0,0,0
TRNAG-CCC_20,0,0,0,0,0,0,0
TRNAE-UUC_16,0,0,0,0,0,0,0
TRNAV-CAC_8,0,0,0,0,0,0,0
TRNAN-GUU_11,0,0,0,0,0,0,0
TRNAQ-CUG_5,0,0,0,0,0,0,0
TRNAV-UAC_4,0,0,0,0,0,0,0
TRNAV-AAC_7,0,0,0,0,0,0,0
TRNAN-GUU_12,0,0,0,0,0,0,0
TRNAV-CAC_9,0,0,0,0,0,0,0
TRNAH-GUG_5,0,0,0,0,0,0,0
TRNAN-GUU_13,0,0,0,0,0,0,0
TRNAV-AAC_8,0,0,0,0,0,0,0
TRNAV-CAC_10,2.779014703,0,0,0,0,0,0
TRNAN-GUU_14,0,0,0,0,0,0,0
TRNAH-GUG_6,0,0,0,1.880615423,1.832378937,0,0
TRNAE-UUC_17,0,0,0,0,0,0,0
TRNAG-CCC_21,0,0,0,0,0,0,0
TRNAG-CCC_22,0,0,0,0,0,0,0
TRNAG-CCC_23,0,0,0,0,0,0,0
TRNAE-UUC_18,0,0,0,0,0,0,0
TRNAH-GUG_7,0,0,0,2.820923135,0,0,0
TRNAN-GUU_15,0,0,0,0,0,0,0
TRNAH-GUG_8,0,17.01574002,0,9.403077115,3.664757874,6.309564619,7.643519129
TRNAN-GUU_16,2.74146045,12.14096044,0,10.06383389,3.565710364,0,4.957958354
TRNAV-CAC_11,0,0,0,0,0,0,0
TRNAV-AAC_9,0,0,0,0,0,0,0
TRNAN-GUU_17,0,0,0,0,0.891427591,0,0
TRNAH-GUG_9,0,0,0,0,0,0,0
LOC112446125,0,0,0,0,0,0,0
LOC112446128,0,0,0,0,0,0,0
LOC107132278,0,0.996043318,0,0.825636039,0,0,0
TRNAQ-CUG_6,0,0,0,0,0,0,0
TRNAN-GUU_18,0,0,0,0,0,0,0
TRNAV-CAC_12,0,0,0,0,0,0,0
TRNAE-UUC_19,0,0,0,0,0,0,0
TRNAN-GUU_19,0,0,0,0,0,0,0
LOC112446129,0,0,0,0,0,0,0
LOC112446130,0,0,0,0,0,0,0
TRNAN-GUU_20,9.595111575,1.103723677,0.864828955,0,2.674282773,0.877005121,3.718468765
LOC112445953,5.510072219,2.867959061,0.211275741,0.853388511,0.970082967,0.331114178,1.734243836
TRNAK-CUU_1,0,0,0,0,0,0,0
TRNAH-GUG_10,0,0,0,0,0,0,0
TRNAG-UCC_8,8.452836388,2.268765335,0,0,0,0,0
TRNAE-CUC_4,0,0,0,0,0,0,0
HJV,5.078564758,1.252579509,0.057733282,0.916132006,0.357053541,0,0.827444561
TXNIP,4025.025825,3405.876225,2182.590938,4411.679513,3373.875395,4602.119893,2699.528692
POLR3GL,21.16479756,14.63090285,15.68292577,13.6995476,14.57710226,16.92677697,22.60851746
ANKRD34A,1.985996626,2.482249391,1.533542402,2.512616515,1.079507872,1.517203482,6.647315291
LIX1L,13.94592591,13.43755374,7.933729263,11.51807191,7.894997675,9.778621555,24.94917223
RBM8A,47.5902638,55.44606443,54.96950438,43.43691046,55.14369215,51.90061931,68.36836337
LOC789231,2.910283767,3.029254206,1.880957588,1.137055091,1.754159822,1.135381017,3.915364592
PEX11B,24.47966984,28.30595692,29.15568921,19.70913404,26.39456994,23.71837416,31.67220025
ITGA10,2.124063193,1.532828417,0.581564157,0.815849757,0.742797625,0.769241947,2.717964131
ANKRD35,3.039643718,0.090649891,3.569219168,5.616799227,0.658924279,3.295339441,1.57790739
PIAS3,20.85334325,29.40902231,15.8567391,20.99852943,17.04994305,15.27020681,33.32628839
NUDT17,9.733218048,10.41237333,9.781636341,8.909399454,9.313860313,8.451468128,25.8381332
POLR3C,25.40495332,19.89532679,27.39812977,17.01853627,16.76324687,15.42227961,20.15873177
RNF115,42.52560987,32.73337203,21.63484051,31.9607683,26.26724651,23.30543161,38.76918981
CD160,0.231373259,0.447128935,0.175175208,0.401518256,0.210656703,0.148034623,1.046102071
PDZK1,1.030441007,0.622289921,0.812664669,0.257912972,0.251297683,0.49446384,0.524127026
LOC112445954,3.009912067,3.150688952,2.088934035,1.205379618,0.293615616,0,2.313468698
LOC107132283,0,0.040135406,0,0,0.032415549,0,0.045072349
GPR89A,13.40262602,9.058493452,5.929466256,6.519924579,6.608607193,5.331678781,14.27534472
GJA8,0,0,0,0,0,0,0.158688978
GJA5,0,0,0,0,0,0,0
ACP6,7.441106936,6.937691682,6.318546245,6.534957068,7.240575126,4.939865578,10.87715353
BCL9,6.885750746,13.3545334,5.182946209,5.86047371,5.682571312,2.551065356,4.564376352
LOC107132284,0,0,0,0,0,0,0
LOC107132285,0,0,0,0,0,0,0
LOC104971520,3.221439275,3.72461801,2.136719096,2.425810122,2.632179515,2.906686353,3.585233728
LOC112446158,0,0.763322917,0,0,0,0,0
CHD1L,9.633866781,9.259402417,4.514772735,5.054896026,10.26695549,3.170988595,9.290557975
FMO5,3.175370544,0,0,0.186507315,2.461527828,0,0.045941512
LOC788724,0.185776624,0.747944616,0.468845001,0.495986485,0.362448581,0,0.335978863
PRKAB2,19.33963348,9.555155124,6.203186421,8.064645155,6.897525826,4.827342584,12.79845063
LOC112445956,0,0,0,0,0,0,0
LOC112445955,0,0,0,0,0,0,0.091356802
LOC101905795,0,0,0,0,0,0,0
LOC112445958,0,0,0,0,0,0,0
TRNAS-GGA_7,0,0,0,0,0,0,0
LOC112446133,0,0,0,0,0,0,0
LOC616149,0.045856255,0.184619241,0,0,0,0,0.124397237
LOC112445960,0,0,0,0,0.374804783,0,0
LOC112446132,0,0,0,0,0,0,0
LOC112446137,0,0,0,0,0,0,0
TRNAC-GCA_24,0,0,0,0,0,0,0
TRNAN-GUU_21,0,0,0,0,0,0,0
LOC107132286,0,0,0.26554914,0,0,0,0.285442623
LOC112446138,0,0,0,0,0,0,0
TRNAQ-CUG_7,0,0,0,0,0,0,0
TRNAN-GUU_22,0,0,0,0,0,0,0
LOC112446131,0,0,0,0,0,0,0
LOC112445957,0,0.024977233,0,0.124224138,0.040345958,0,0
LOC112445959,0,0,0,0,0,0,0
LOC112446134,0,0,0,0,0,0,0
PDE4DIP,23.97691728,11.23095189,7.442724945,9.357555635,7.931688373,6.713448961,13.03912165
SEC22B,75.58239702,48.78857617,34.48038024,38.10279155,34.84664076,40.0733756,50.36223997
NOTCH2,606.1241476,476.3194666,163.1112058,320.6652708,262.4835361,121.1668426,243.4282295
LOC789317,0,0.058717147,0,0,0,0,0.065939777
LOC531521,0.063694842,0,0,0,0,0,0
LOC789334,0,0,0,0,0,0,0
REG4,0,0,0,0,0,0,0
HMGCS2,0,0,0.062804065,0.531518392,0,0,0.540072009
PHGDH,319.7928514,287.4624322,464.8154825,258.7031812,300.8248368,425.2960072,257.121337
LOC112445962,0,0,0,0,0,0,0
ZNF697,0.974806546,0.595959714,0.159452358,0.578341956,0.739604098,0.427342947,0.816179298
HSD3B1,0,0,0,0,0,0,0
HAO2,0.044858498,0,0.02830238,0,0.035007416,0,0.048676223
WARS2,24.12150872,14.69163894,12.1946156,13.5713924,9.955180688,10.09090648,15.38025191
TBX15,0,0,0,0,0,0,0
LOC112445963,0,0,0,0,0,0,0
LOC112446065,0,0,0,0,0,0,0
SPAG17,0.058020327,0,0,0.009681418,0.037732385,0,0.039348876
WDR3,51.69031602,29.08216189,24.07483851,29.80460198,28.12500424,24.65388129,50.07079398
GDAP2,55.78872016,23.7437335,17.8116498,26.87116515,15.58657198,16.5691879,23.13348267
TENT5C,59.95487941,33.01209364,27.91774204,28.84758282,20.10463639,27.17540034,41.57194576
MAN1A2,58.21248927,19.34717843,8.530032555,16.4813603,10.0907387,5.98337955,23.46898208
TRNAE-UUC_20,0,0,0,0,0,0,0
VTCN1,0.092633823,0,0,0.030914226,0,0,0
LOC101904405,0,0,0.049209798,0,0,0,0
TRNAC-GCA_25,0,0,0,0,0,0,0
LOC112445964,0.363997739,0.244245072,0.038275923,0.04049172,0.23671881,0.07762964,0.109715586
TRIM45,7.929027571,4.16813267,3.654769267,3.948606866,2.885495872,2.891381808,9.956078379
TTF2,42.24827179,20.49026353,17.25983725,20.40712988,18.12769181,15.16447736,24.78645891
CD101,245.8959343,149.6190418,66.62948259,134.6470157,103.2564924,96.10231471,119.2657316
PTGFRN,5.664583942,4.095745692,2.604906492,4.276853831,3.630150912,3.032535779,5.301431372
LOC112445965,0.595736316,0.28781518,0.225519219,0.344607681,0.103313456,0.076231455,0.071826335
LOC100847209,0.095332741,0.307050948,0.060147878,0.063629845,0.030998892,0.060994717,0
CD2,112.3912194,86.73190337,125.5285844,114.6617045,100.3027793,135.454355,140.3935327
LOC112445966,0,0.024765176,0,0.041056492,0,0,0
IGSF3,13.42881917,6.097897171,3.445874128,2.273649954,2.123789742,3.530414175,5.193265286
CD58,61.0121198,53.59632252,33.86034856,44.20458065,41.5789272,26.44227221,52.42704129
ATP1A1,285.0224096,202.6431827,187.9197891,190.442486,199.651908,164.6311319,215.4440959
LOC107132288,1.473617966,0.889927323,0.309914492,0.819638683,0.399307759,0.078569466,0.999394753
LOC104971541,0,0,0,0,0,0,0
LOC101904899,0,0,0,0,0,0,0
MAB21L3,0,0,0,0,0,0,0
SLC22A15,0.097603114,0.157181722,0.246321261,0.11400411,0.111079984,0.124894643,0.286838822
NHLH2,0,0,0,0,0,0,0
CASQ2,0,0.061875418,0,0,0.049973971,0,0
VANGL1,1.224030907,0.64629517,0.22155361,0.495544954,0.339289156,0.064192264,0.281245214
LOC112445869,0,0,0,0,0,0,0
NGF,0,0,0,0,0.098382762,0,0
LOC112445967,0.086009641,0.023085232,0.03617713,0.15308571,0.074579584,0.091716194,0
TSPAN2,16.08135853,19.26024567,15.51118942,16.44774344,15.08538485,13.8975428,34.96795577
TSHB,0.683517767,0.770524076,0,0,0,0,0.247229729
SYCP1,0.025282661,0,0.015951481,0,0.032884168,0.097056399,0.114309857
LOC112446087,0,0,0,0,0,0,0
LOC112445870,0,0,0,0,0,0,0
SIKE1,113.0796564,38.28541503,12.3473134,23.64056236,15.10218836,8.99406882,44.80182272
CSDE1,386.8554939,279.950125,213.0845652,243.6158801,222.8478955,194.9781456,291.6501648
NRAS,158.1389818,93.4679682,63.96699782,83.48006386,71.59571072,65.94463066,100.1377115
AMPD1,0.219649278,0,0.055432952,0,0,0.112426815,0
DENND2C,2.060072311,0.90048481,0.668444198,0.733330888,1.084541498,1.054441747,0.443531091
BCAS2,25.05231421,25.73093682,31.19080149,21.84899411,29.76056943,28.4954463,36.44725257
TRIM33,54.91222221,25.8176782,14.25051612,22.17570594,16.58072876,12.90138872,33.78051585
LOC112445969,0.945771904,0.190385902,0.223766932,0.157813882,0.153766065,0,0
SYT6,0,0,0,0,0,0.043599851,0.123241155
OLFML3,9.022744337,6.802439748,6.23656824,4.909844685,5.344525081,2.426794907,7.587221254
HIPK1,157.5340937,95.99939245,43.12473233,79.91646158,62.1480425,37.23141538,76.19521201
LOC100849652,1.527511488,0.556412868,0.573658504,0.647325495,0.638606069,0.853211627,1.315485544
DCLRE1B,1.936621065,2.259976538,0.672910632,1.442464292,1.295949243,1.167237031,3.502398361
AP4B1,19.27957907,15.33834984,8.42868167,8.570217869,8.150388177,5.706433168,25.63772761
BCL2L15,87.03214161,163.4510742,98.46347585,227.4692976,152.5203148,187.9431635,97.56011931
PTPN22,39.52929078,24.78351258,13.96282261,23.81079218,17.01868456,13.40250054,35.00679503
LOC112445972,0.248612835,0.60055553,0.19607029,0.165936655,0.161680494,0.238596981,0.618225812
RSBN1,56.3307341,23.06866738,9.24134656,16.79633622,9.672443014,7.327902202,26.25636342
PHTF1,6.817386483,4.299862041,1.847063873,2.614367031,1.78047296,2.237277093,6.16465546
MAGI3,13.84147576,7.960910302,5.016797084,6.102834952,5.408215892,3.705658856,7.393067859
LOC101908104,0.714953562,0.287843355,0.676623888,0.387721594,0.610254835,0.600381479,0.565687759
LRIG2,23.41821376,7.773188591,3.367339742,5.643817426,4.277556811,3.33765683,10.17782828
LOC101901897,0,0,0,0,0,0,0
LOC101901998,0,0,0,0,0,0,0
LOC107132296,1.381621385,0.139061666,0.072641706,0.038423471,0.07487587,0,0.416445991
SLC16A1,42.35674902,19.91282912,11.63755713,19.72532534,17.92668592,16.68281096,16.70560492
LOC509911,0,0,0,0,0,0,0
FAM19A3,0.075687628,0.050786937,0.031835514,0.07577657,0.008203661,0.048425603,0.011406819
PPM1J,0.400925046,0.092236648,0,0.038228207,0.074495361,0.036645047,0.25895604
RHOC,12.9811416,12.72129134,16.79295351,18.03375861,12.00862625,12.84447083,16.19698101
MOV10,142.4315548,99.40036591,94.50592666,120.7523515,75.29928775,96.04960083,155.4349544
CAPZA1,510.4645525,459.9243999,310.877228,408.5746345,362.9961777,349.4728264,427.4608957
ST7L,5.355574685,3.099160102,1.075912385,1.481027499,1.198079645,0.58715703,3.591850188
WNT2B,0.678488539,0.312185579,0.091730544,0.452857226,0.661862626,0.310073478,0.525879959
CTTNBP2NL,6.668830134,4.041001239,2.410419192,4.375668602,3.381345576,2.285256045,4.027029022
KCND3,0,0.054801095,0,0.036340395,0,0,0.049233618
DDX20,45.76358193,25.78065753,22.14710339,24.61896554,22.33780771,22.83177171,28.39390411
TRNAD-AUC,0,0,0,0,0,0,0
LOC100847765,0,0.348379132,0,0.032086329,0,0.020505017,0.028980167
FAM212B,0.208855257,0.056057345,0.790632923,0.743469103,0.860224566,0.534509641,0.5036224
RAP1A,75.3033439,124.2542808,73.78012772,83.05402437,81.25852903,75.78064873,87.38376436
LOC101903375,0.929639847,3.077388418,2.346134763,1.516748895,1.27632097,0.726967585,1.214245401
TMIGD3,3.381134555,5.495453812,4.859057501,1.504492338,4.438428981,2.764190214,1.415466505
LOC104971585,0,0.195982129,0,0,0,0,0.110044667
ADORA3,3.071968495,7.325588246,11.48001255,3.154439382,11.75625298,4.497907451,5.074904954
LOC112445973,3.187926866,2.333587202,1.097097303,0.967173646,1.884732621,2.781359097,0.524127026
C3H1orf162,66.76391237,214.5020486,125.9976711,169.7958262,144.8084661,131.1625438,94.11845615
ATP5PB,117.8994575,175.1912232,144.0495743,149.3913877,160.6194662,175.0340828,141.6439639
WDR77,15.60523641,16.63428826,13.01044879,13.36683578,13.53141369,13.69284479,22.98095422
OVGP1,2.207046091,3.300388649,1.648244172,1.082272464,2.021149769,0.345817295,5.213341644
LOC617486,0,0,0,0,0,0,0
LOC100138271,0.866263457,0.196178268,0.051238865,0.054205088,0.334493513,0.051960271,0.68540764
LOC112445974,0,0,0,0,0,0,0
PIFO,0,0.018840958,0.088577637,0,0.015216988,0.014970791,0.042317061
CHIA,0,0,0,0.172856567,0,0,0
LOC112445975,0,0,0,0,0,0,0
LOC104971588,0,0,0,0,0,0,0
LOC101903127,0,0,0,0,0,0,0
CHI3L2,1.992890055,1.768436172,2.412089099,1.384446639,2.221777829,3.278747292,3.567384228
DENND2D,131.2137689,60.90884732,39.24486346,43.85715767,45.49183659,32.83936008,61.62300091
LOC107132298,3.27847523,1.279930297,0.814853531,0.994644788,0.743001841,0.667417217,0.988192483
CEPT1,89.09435357,86.42111297,59.93033045,57.25334326,62.94134313,50.08045583,94.92813589
DRAM2,71.57046773,49.98362925,31.53165501,37.87163842,34.67595007,27.92557322,48.23841463
LRIF1,48.78647362,23.43071448,10.21369169,16.99265038,13.23497808,13.70277034,23.43972123
LOC112446079,0,0,0,0,0,0,0
CD53,737.4969142,1001.964174,642.9794826,852.1768192,862.6495756,727.7202034,961.6095054
LOC112445976,0,0,0,0,0,0,0
TRNAK-UUU_6,0,0,0,0,0,0,0
KCNA3,166.6882734,59.42308578,28.48283261,37.13461368,34.93695853,25.03880719,117.7927596
KCNA2,1.079404469,0.458715782,0,0.180112148,0.428981412,0.115102061,1.057394902
KCNA10,0,0,0,0,0,0,0
CYM,0,0.24977233,0.391421056,0.517600575,0.100864896,0.198465991,0.140248057
PROK1,0,0,0,0,0,0,0
LAMTOR5,51.04742235,115.4631583,111.4220836,71.89219089,103.783078,86.56640448,105.9137797
SLC16A4,0.103494518,0.007575879,0.035616738,0.012559532,0,0,0.068062131
RBM15,18.27400224,8.382130442,3.970768608,5.971716096,4.115017114,3.380955236,12.84316294
KCNC4,4.98965273,4.221819277,2.643057426,2.609066353,2.906548728,3.149743763,4.813516979
SLC6A17,0.031584629,0.750250284,0.179347994,0.885408849,0.56486226,0.131352783,0.871096996
LOC112445977,0,0,0,0.043315518,0,0,0
UBL4B,0,0.101208863,0,0.083893625,0,0,0
LOC112445978,0.535271961,0.53875694,0,0,0.174051825,0,0.24201116
ALX3,0,0.633143815,0,0,0,0,0.711025035
STRIP1,43.42387759,40.89907561,32.54623192,36.82867165,34.55720349,36.55039294,48.68354903
AHCYL1,70.94684024,49.34738412,42.11469666,42.7201291,43.64580636,36.31060987,67.43317131
CSF1,7.122179985,8.857368715,5.341107561,9.304394147,11.62063404,8.594737841,25.94441875
MIR2413,0,0,0,0,0,0,0
EPS8L3,0,0,0.076157092,0.187986944,0.104665834,0,0.436599268
GSTM3,0,0.40483545,0.634422232,0.419468124,0.326967245,0,0.795607939
LOC615514,0,0,0,0,0,0,0
GSTM1,11.20130466,2.791714751,5.496704281,4.153506456,4.856366262,8.01986979,2.41162742
GSTM2,1.128701227,0.462993892,0.792744745,0.3411404,0.512435176,0.545021028,0.269601347
LOC100295687,0,0,0,0.274319916,0.05345676,0.052591879,0.445975184
LOC107132300,0,0,0,0,0,0,0
GSTM1_1,0,0.064667896,0.202683587,0.857667841,0.052229328,0,0
AMPD2,37.05447461,63.29476457,34.19524062,39.2270558,49.12543338,22.51576412,39.10532161
GNAT2,22.72465435,14.30308581,2.705201684,6.377739261,3.027408678,1.136505428,7.865070408
MIR197,57.60451464,7.058381043,6.320725204,8.358290769,8.143906386,6.409716439,13.58847845
GNAI3,114.7769755,113.3122816,78.24163062,86.74627536,82.14929257,77.03913167,80.65878356
GPR61,0,0.033221701,0,0,0,0,0
AMIGO1,9.542927108,4.004820771,3.941634222,4.115837621,3.642113366,3.440894718,4.570571534
CYB561D1,6.227156558,4.722275059,1.486600685,2.488605068,2.020645056,1.325301931,6.83673032
ATXN7L2,2.963431789,2.781604778,3.119736906,2.430043969,2.378727648,2.405248769,5.252207802
SYPL2,0,0,0,0,0,0,0
PSMA5,66.50726527,108.1990561,120.143465,90.94423532,116.6979806,115.0106324,151.7671942
SORT1,25.36907961,13.77714606,10.14602863,17.13014099,6.571816746,7.827121428,11.94160471
MYBPHL,0.293586213,0,0.092615547,0,0,0,0.530953572
PSRC1,1.051129914,3.173920417,2.685898838,2.701070442,2.460894406,2.959097071,5.512838667
CELSR2,10.81304899,6.321962207,2.755922663,4.817663236,3.08901637,2.502737963,8.118651114
SARS,479.1978181,729.8347497,620.2527131,803.437881,842.2100119,549.202094,412.1807908
KIAA1324,9.110457435,7.503715331,4.574130123,9.110457638,8.177903718,3.283915443,4.713745193
C3H1orf194,1.716796107,0.921585919,1.534491997,2.96017886,2.698171523,1.098421082,1.423052927
LOC112446127,4.685174903,3.58391568,0.443399603,1.40720415,5.332095752,1.798569393,2.541955553
TMEM167B,40.42942194,36.52848638,22.60376347,27.31776411,21.60383783,21.60913766,40.97160281
TAF13,22.34987248,25.58244411,17.91925595,15.65182029,17.4417629,18.34754171,32.89563351
WDR47,14.8164517,12.59507335,7.977394185,8.743713772,9.762745435,6.880423554,14.61583611
CLCC1,22.05203689,21.92185559,11.18775838,12.65410946,11.09832038,8.052585399,21.12215381
GPSM2,2.035737958,1.967032295,1.832409866,1.431220301,1.571030804,1.649811613,2.478979177
LOC112446097,0,0,0,0,0,0,0
LOC112445872,0,0,0,0.294357197,0,0,0
AKNAD1,0.609615289,0.275364658,0.093810236,0.129013195,0.145043188,0.161722727,0.36301674
STXBP3,36.47204466,42.22210743,25.98116495,26.88414881,33.16916449,25.98030343,50.59898619
FNDC7,0,0.04880523,0,0.080910852,0,0,0.054808622
LOC100848353,5.602461327,3.988806031,4.985839489,3.857448379,5.637761241,5.357889424,2.186401983
PRPF38B,87.74694389,80.8378541,49.59794059,54.18342359,53.63936957,54.60200151,118.1217687
LOC101906177,0.451710208,0.848682134,0.379994118,0.167496673,0.130560399,0.224784093,0.680768651
HENMT1,1.711485433,1.148418899,1.295784217,1.02809797,0.704919681,1.460031022,1.702381088
FAM102B,32.69604075,38.22239377,15.27097086,28.06557322,16.94950517,23.48560164,23.33750401
LOC530689,0,0,0,0,0,0,0
LOC615258,0,0,0,0,0,0,0
LOC112446161,0,1.526645833,0,0,0,0,0
LOC534742,75.60086453,107.0167472,42.97949731,65.95487896,72.81289779,62.11912335,47.36987521
VAV3,72.83277585,59.13852214,30.88819313,46.68409648,38.95481408,28.8138031,56.86363042
NTNG1,0,0.037580775,0,0,0.020234859,0.069676174,0.056271306
PRMT6,30.00477022,29.98977225,30.98620419,29.39239999,29.02682395,28.31842436,40.22549581
TRNAC-ACA_11,0,0,0,0,0,0,0
TRNAC-GCA_26,0,0,0,0,0,0,0
LOC539383,0,0,0,0,0,0,0
AMY2B,0,0,0,0,0.059268321,0,0.123614865
RNPC3,19.57540008,11.15513365,2.620724035,4.52961703,4.862388403,3.159201282,17.15096713
LOC107132304,0,0,0,0,0,0,0
LOC533361,0,0.136353175,0,0,0,0,0.306251184
COL11A1,0,0,0,0,0,0,0
OLFM3,0,0,0.028519315,0,0,0,0
LOC112445981,0,0.078009123,0.244497966,0,0.126008867,0.247940321,0
S1PR1,215.8428874,259.1538869,137.4595226,139.2104845,139.5034414,134.1190789,169.6816329
LOC107132301,2.092911464,2.004842794,0.842369861,0.602118065,0.469339322,0.415571263,0.228408256
LOC112445982,0.420694161,0.395204284,0.073729657,0.1247966,0.060797826,0,0.105670771
LOC104971613,2.911753523,3.259334972,0.379466597,0.751892171,0.266966832,0.109945489,0.699247115
DPH5,36.22174608,58.68500458,26.50311211,25.9751626,21.66078536,19.79617867,21.30079861
SLC30A7,48.82791766,26.01569992,13.13050293,17.74448271,14.56288886,11.75736008,23.1093255
LOC112446080,5.741549244,1.541048152,0,0,0,0,0
EXTL2,10.27046091,4.326758108,5.845268774,5.088262188,5.870115822,5.876758218,8.688718509
LOC100848604,0,0,0,0,0,0,0
VCAM1,0,0,0,0.050224151,0.024467968,0,0.068043197
LOC534578,0,0,0,0,0,0,0.179730038
GPR88,0.190188819,0.15314166,0.639973427,0,0.20614263,0,0.057326393
CDC14A,52.64778894,42.93615978,21.40788996,32.13986233,31.98791572,23.32939438,47.56886171
RTCA,11.8121896,19.02255177,13.73183815,15.43260228,15.0367667,14.63268703,16.2718326
DBT,13.94259366,13.29477089,7.0710645,11.37645555,9.088985164,9.68887341,13.57283897
LRRC39,1.414093809,0.218969309,0.068629858,0.108904271,0.070740635,0.034798058,0.344265741
TRMT13,38.3480342,29.86760634,9.57232731,12.91869555,10.88242646,7.97623739,46.60508117
SASS6,4.455758716,5.107360104,3.158525182,4.338536046,3.90339327,3.605465497,7.821275388
MFSD14A,96.78512916,92.0213185,51.94154591,66.11404982,63.27559571,54.35912577,80.60037132
SLC35A3,21.36936357,14.49621641,6.455872289,8.85868844,6.615852372,6.518302095,16.31958382
